experiment_id,experiment_type,model_alpha,model_beta,model_alpha_short,model_beta_short,model_order,rho,theta,n_issues,consensus,final_round,exploitation,alpha_util,beta_util,social_welfare,util_ratio,token_budget,model_pair,adversary_model,adversary_short,adversary_elo
929,model_scale,gpt-5.2-high,gpt-5-nano,GPT-5.2,GPT-5-nano,strong_first,-1.0,1.0,5,True,10,True,0.3516655169692067,0.22863950666622546,0.5803050236354321,1.5380785328695543,,GPT-5-nano vs GPT-5.2,gpt-5.2-high,GPT-5.2,1436
930,model_scale,gpt-5-nano,gpt-5.2-high,GPT-5-nano,GPT-5.2,weak_first,-0.5,0.0,5,True,1,True,0.5792940293259476,0.8057390836987437,1.3850331130246913,0.7189598234042459,,GPT-5-nano vs GPT-5.2,gpt-5.2-high,GPT-5.2,1436
931,model_scale,gpt-5-nano,gpt-5.2-high,GPT-5-nano,GPT-5.2,weak_first,-0.5,0.0,5,True,6,True,0.5417927901422408,0.5687765357808796,1.1105693259231204,0.9525582650810436,,GPT-5-nano vs GPT-5.2,gpt-5.2-high,GPT-5.2,1436
932,model_scale,gpt-5-nano,gpt-5.2-high,GPT-5-nano,GPT-5.2,weak_first,-0.5,0.0,5,True,3,True,0.6173284224254965,0.7448843696503666,1.362212792075863,0.828757385143224,,GPT-5-nano vs GPT-5.2,gpt-5.2-high,GPT-5.2,1436
933,model_scale,gpt-5.2-high,gpt-5-nano,GPT-5.2,GPT-5-nano,strong_first,-0.5,0.0,5,True,1,True,0.7492282157809268,0.9568296296033563,1.706057845384283,0.7830319971294278,,GPT-5-nano vs GPT-5.2,gpt-5.2-high,GPT-5.2,1436
934,model_scale,gpt-5.2-high,gpt-5-nano,GPT-5.2,GPT-5-nano,strong_first,-0.5,0.0,5,True,6,True,0.3515597688579691,0.5569295684329661,0.9084893372909353,0.6312463707882372,,GPT-5-nano vs GPT-5.2,gpt-5.2-high,GPT-5.2,1436
935,model_scale,gpt-5.2-high,gpt-5-nano,GPT-5.2,GPT-5-nano,strong_first,-0.5,0.0,5,True,1,True,0.97716894960419,0.7598469734853092,1.737015923089499,1.2860075563926459,,GPT-5-nano vs GPT-5.2,gpt-5.2-high,GPT-5.2,1436
936,model_scale,gpt-5-nano,gpt-5.2-high,GPT-5-nano,GPT-5.2,weak_first,-0.5,0.25,5,True,1,True,0.4538477315841076,0.9132402068205817,1.3670879384046892,0.496964246859175,,GPT-5-nano vs GPT-5.2,gpt-5.2-high,GPT-5.2,1436
937,model_scale,gpt-5-nano,gpt-5.2-high,GPT-5-nano,GPT-5.2,weak_first,-0.5,0.25,5,True,5,True,0.44271689684648985,0.5142433160199872,0.956960212866477,0.8609093848276342,,GPT-5-nano vs GPT-5.2,gpt-5.2-high,GPT-5.2,1436
938,model_scale,gpt-5-nano,gpt-5.2-high,GPT-5-nano,GPT-5.2,weak_first,-0.5,0.25,5,True,7,True,0.2937895260089215,0.4838965323421802,0.7776860583511017,0.6071329434557151,,GPT-5-nano vs GPT-5.2,gpt-5.2-high,GPT-5.2,1436
939,model_scale,gpt-5.2-high,gpt-5-nano,GPT-5.2,GPT-5-nano,strong_first,-0.5,0.25,5,True,2,True,0.4863745151641936,0.5197103431070119,1.0060848582712056,0.9358569087859114,,GPT-5-nano vs GPT-5.2,gpt-5.2-high,GPT-5.2,1436
940,model_scale,gpt-5.2-high,gpt-5-nano,GPT-5.2,GPT-5-nano,strong_first,-0.5,0.25,5,True,1,True,0.8753364731634119,0.46398256073535665,1.3393190338987686,1.8865719258415847,,GPT-5-nano vs GPT-5.2,gpt-5.2-high,GPT-5.2,1436
941,model_scale,gpt-5.2-high,gpt-5-nano,GPT-5.2,GPT-5-nano,strong_first,-0.5,0.25,5,True,1,True,0.7448224853426179,0.5359801408040581,1.2808026261466758,1.3896456764708893,,GPT-5-nano vs GPT-5.2,gpt-5.2-high,GPT-5.2,1436
942,model_scale,gpt-5-nano,gpt-5.2-high,GPT-5-nano,GPT-5.2,weak_first,-0.5,0.5,5,True,10,True,0.3725922084204448,0.2261079333715549,0.5987001417919997,1.647851107498195,,GPT-5-nano vs GPT-5.2,gpt-5.2-high,GPT-5.2,1436
943,model_scale,gpt-5-nano,gpt-5.2-high,GPT-5-nano,GPT-5.2,weak_first,-0.5,0.5,5,True,1,True,0.8750336298813279,0.9189482614257112,1.7939818913070391,0.9522120739678516,,GPT-5-nano vs GPT-5.2,gpt-5.2-high,GPT-5.2,1436
944,model_scale,gpt-5-nano,gpt-5.2-high,GPT-5-nano,GPT-5.2,weak_first,-0.5,0.5,5,True,1,True,0.6257183826424021,0.8266765411155192,1.4523949237579212,0.75690835716477,,GPT-5-nano vs GPT-5.2,gpt-5.2-high,GPT-5.2,1436
945,model_scale,gpt-5.2-high,gpt-5-nano,GPT-5.2,GPT-5-nano,strong_first,-0.5,0.5,5,True,6,True,0.53013172558407,0.3222285831052905,0.8523603086893605,1.6452039123135318,,GPT-5-nano vs GPT-5.2,gpt-5.2-high,GPT-5.2,1436
946,model_scale,gpt-5.2-high,gpt-5-nano,GPT-5.2,GPT-5-nano,strong_first,-0.5,0.5,5,True,1,True,0.9446707555126679,0.43989819501770505,1.3845689505303729,2.147475861942663,,GPT-5-nano vs GPT-5.2,gpt-5.2-high,GPT-5.2,1436
947,model_scale,gpt-5.2-high,gpt-5-nano,GPT-5.2,GPT-5-nano,strong_first,-0.5,0.5,5,True,5,True,0.5242831717934636,0.48882453331438364,1.0131077051078472,1.0725385819706292,,GPT-5-nano vs GPT-5.2,gpt-5.2-high,GPT-5.2,1436
948,model_scale,gpt-5-nano,gpt-5.2-high,GPT-5-nano,GPT-5.2,weak_first,-0.5,0.75,5,True,2,True,0.7836219721022442,0.7882273644969924,1.5718493365992365,0.9941572792290875,,GPT-5-nano vs GPT-5.2,gpt-5.2-high,GPT-5.2,1436
949,model_scale,gpt-5-nano,gpt-5.2-high,GPT-5-nano,GPT-5.2,weak_first,-0.5,0.75,5,True,6,True,0.4636746198466478,0.5686663451555655,1.0323409650022133,0.815372008202462,,GPT-5-nano vs GPT-5.2,gpt-5.2-high,GPT-5.2,1436
950,model_scale,gpt-5-nano,gpt-5.2-high,GPT-5-nano,GPT-5.2,weak_first,-0.5,0.75,5,True,1,True,0.6623039949899421,0.8335008219032838,1.4958048168932259,0.7946050892638391,,GPT-5-nano vs GPT-5.2,gpt-5.2-high,GPT-5.2,1436
951,model_scale,gpt-5.2-high,gpt-5-nano,GPT-5.2,GPT-5-nano,strong_first,-0.5,0.75,5,True,2,True,0.7454826652888997,0.5386443580740793,1.284127023362979,1.383997909036623,,GPT-5-nano vs GPT-5.2,gpt-5.2-high,GPT-5.2,1436
952,model_scale,gpt-5.2-high,gpt-5-nano,GPT-5.2,GPT-5-nano,strong_first,-0.5,0.75,5,True,1,True,0.7792730648589854,0.7415158468474363,1.5207889117064217,1.0509189630566553,,GPT-5-nano vs GPT-5.2,gpt-5.2-high,GPT-5.2,1436
953,model_scale,gpt-5.2-high,gpt-5-nano,GPT-5.2,GPT-5-nano,strong_first,-0.5,0.75,5,True,1,True,0.7959528171003273,0.8621264609468312,1.6580792780471585,0.9232436923768369,,GPT-5-nano vs GPT-5.2,gpt-5.2-high,GPT-5.2,1436
954,model_scale,gpt-5-nano,gpt-5.2-high,GPT-5-nano,GPT-5.2,weak_first,-0.5,1.0,5,True,2,True,0.5521640063810578,0.6276248851544316,1.1797888915354893,0.8797675481672367,,GPT-5-nano vs GPT-5.2,gpt-5.2-high,GPT-5.2,1436
955,model_scale,gpt-5-nano,gpt-5.2-high,GPT-5-nano,GPT-5.2,weak_first,-0.5,1.0,5,True,6,True,0.31590678879627854,0.45137264482851686,0.7672794336247954,0.6998802262735621,,GPT-5-nano vs GPT-5.2,gpt-5.2-high,GPT-5.2,1436
956,model_scale,gpt-5-nano,gpt-5.2-high,GPT-5-nano,GPT-5.2,weak_first,-0.5,1.0,5,True,1,True,0.8282911189438251,0.8528619669585948,1.68115308590242,0.9711901234118901,,GPT-5-nano vs GPT-5.2,gpt-5.2-high,GPT-5.2,1436
957,model_scale,gpt-5.2-high,gpt-5-nano,GPT-5.2,GPT-5-nano,strong_first,-0.5,1.0,5,True,1,True,0.6297114422593997,0.7452436594616675,1.374955101721067,0.8449739011725059,,GPT-5-nano vs GPT-5.2,gpt-5.2-high,GPT-5.2,1436
958,model_scale,gpt-5.2-high,gpt-5-nano,GPT-5.2,GPT-5-nano,strong_first,-0.5,1.0,5,True,3,True,0.774488398344425,0.5466995933332156,1.3211879916776406,1.416661742187123,,GPT-5-nano vs GPT-5.2,gpt-5.2-high,GPT-5.2,1436
959,model_scale,gpt-5.2-high,gpt-5-nano,GPT-5.2,GPT-5-nano,strong_first,-0.5,1.0,5,True,1,True,0.7640387346149309,0.5211159690583262,1.2851547036732571,1.4661587438887627,,GPT-5-nano vs GPT-5.2,gpt-5.2-high,GPT-5.2,1436
960,model_scale,gpt-5-nano,gpt-5.2-high,GPT-5-nano,GPT-5.2,weak_first,0.0,0.0,5,True,3,True,0.41055680142989165,0.5554448972953923,0.966001698725284,0.7391494699636292,,GPT-5-nano vs GPT-5.2,gpt-5.2-high,GPT-5.2,1436
961,model_scale,gpt-5-nano,gpt-5.2-high,GPT-5-nano,GPT-5.2,weak_first,0.0,0.0,5,True,1,True,0.45698192297421614,0.9483783066969937,1.40536022967121,0.48185615354888284,,GPT-5-nano vs GPT-5.2,gpt-5.2-high,GPT-5.2,1436
962,model_scale,gpt-5-nano,gpt-5.2-high,GPT-5-nano,GPT-5.2,weak_first,0.0,0.0,5,True,1,True,0.9603630334502314,0.9507238509441145,1.9110868843943458,1.0101387826723236,,GPT-5-nano vs GPT-5.2,gpt-5.2-high,GPT-5.2,1436
963,model_scale,gpt-5.2-high,gpt-5-nano,GPT-5.2,GPT-5-nano,strong_first,0.0,0.0,5,True,2,True,0.7548988978598165,0.4325041040194438,1.1874030018792603,1.7454144153644355,,GPT-5-nano vs GPT-5.2,gpt-5.2-high,GPT-5.2,1436
964,model_scale,gpt-5.2-high,gpt-5-nano,GPT-5.2,GPT-5-nano,strong_first,0.0,0.0,5,True,1,True,0.9609379283844985,0.9627335578715525,1.923671486256051,0.9981348635119526,,GPT-5-nano vs GPT-5.2,gpt-5.2-high,GPT-5.2,1436
965,model_scale,gpt-5.2-high,gpt-5-nano,GPT-5.2,GPT-5-nano,strong_first,0.0,0.0,5,True,5,True,0.4318688863772745,0.6516625584624398,1.0835314448397142,0.6627185815251443,,GPT-5-nano vs GPT-5.2,gpt-5.2-high,GPT-5.2,1436
966,model_scale,gpt-5-nano,gpt-5.2-high,GPT-5-nano,GPT-5.2,weak_first,0.0,0.25,5,True,2,True,0.4638571705428479,0.7541977821748562,1.2180549527177043,0.6150338565107387,,GPT-5-nano vs GPT-5.2,gpt-5.2-high,GPT-5.2,1436
967,model_scale,gpt-5-nano,gpt-5.2-high,GPT-5-nano,GPT-5.2,weak_first,0.0,0.25,5,True,10,True,0.37743472159622304,0.22346002470913315,0.6008947463053562,1.689048061672378,,GPT-5-nano vs GPT-5.2,gpt-5.2-high,GPT-5.2,1436
968,model_scale,gpt-5-nano,gpt-5.2-high,GPT-5-nano,GPT-5.2,weak_first,0.0,0.25,5,True,1,True,0.6413563020160347,0.6047184493017931,1.2460747513178276,1.060586629623329,,GPT-5-nano vs GPT-5.2,gpt-5.2-high,GPT-5.2,1436
969,model_scale,gpt-5.2-high,gpt-5-nano,GPT-5.2,GPT-5-nano,strong_first,0.0,0.25,5,True,1,True,0.8339656365643838,0.6783893155993787,1.5123549521637625,1.229331915151919,,GPT-5-nano vs GPT-5.2,gpt-5.2-high,GPT-5.2,1436
970,model_scale,gpt-5.2-high,gpt-5-nano,GPT-5.2,GPT-5-nano,strong_first,0.0,0.25,5,True,4,True,0.4754820489610363,0.3295734016368252,0.8050554505978615,1.4427197298069452,,GPT-5-nano vs GPT-5.2,gpt-5.2-high,GPT-5.2,1436
971,model_scale,gpt-5.2-high,gpt-5-nano,GPT-5.2,GPT-5-nano,strong_first,0.0,0.25,5,True,3,True,0.759382839799917,0.6667066469972455,1.4260894867971625,1.1390059529480805,,GPT-5-nano vs GPT-5.2,gpt-5.2-high,GPT-5.2,1436
972,model_scale,gpt-5-nano,gpt-5.2-high,GPT-5-nano,GPT-5.2,weak_first,0.0,0.5,5,True,1,True,0.7113613024362528,0.9311725442167975,1.6425338466530504,0.7639414487189092,,GPT-5-nano vs GPT-5.2,gpt-5.2-high,GPT-5.2,1436
973,model_scale,gpt-5-nano,gpt-5.2-high,GPT-5-nano,GPT-5.2,weak_first,0.0,0.5,5,True,1,True,0.7841667915098559,0.9545957505524626,1.7387625420623185,0.8214647834499864,,GPT-5-nano vs GPT-5.2,gpt-5.2-high,GPT-5.2,1436
974,model_scale,gpt-5-nano,gpt-5.2-high,GPT-5-nano,GPT-5.2,weak_first,0.0,0.5,5,True,1,True,0.8939596004281395,0.9422621541843769,1.8362217546125164,0.9487376697220232,,GPT-5-nano vs GPT-5.2,gpt-5.2-high,GPT-5.2,1436
975,model_scale,gpt-5.2-high,gpt-5-nano,GPT-5.2,GPT-5-nano,strong_first,0.0,0.5,5,True,10,True,0.23848125391455244,0.3075888030971628,0.5460700570117152,0.7753248867099356,,GPT-5-nano vs GPT-5.2,gpt-5.2-high,GPT-5.2,1436
976,model_scale,gpt-5.2-high,gpt-5-nano,GPT-5.2,GPT-5-nano,strong_first,0.0,0.5,5,True,1,True,0.9349043640087251,0.47394566052144643,1.4088500245301716,1.9725982151205284,,GPT-5-nano vs GPT-5.2,gpt-5.2-high,GPT-5.2,1436
977,model_scale,gpt-5.2-high,gpt-5-nano,GPT-5.2,GPT-5-nano,strong_first,0.0,0.5,5,True,2,True,0.6050537902955362,0.579991249368546,1.1850450396640821,1.043211929411481,,GPT-5-nano vs GPT-5.2,gpt-5.2-high,GPT-5.2,1436
978,model_scale,gpt-5-nano,gpt-5.2-high,GPT-5-nano,GPT-5.2,weak_first,0.0,0.75,5,True,3,True,0.38708394568231747,0.7396689270587895,1.126752872741107,0.5233205445326916,,GPT-5-nano vs GPT-5.2,gpt-5.2-high,GPT-5.2,1436
979,model_scale,gpt-5-nano,gpt-5.2-high,GPT-5-nano,GPT-5.2,weak_first,0.0,0.75,5,True,4,True,0.5088545581894441,0.6678346428748785,1.1766892010643226,0.7619469334488839,,GPT-5-nano vs GPT-5.2,gpt-5.2-high,GPT-5.2,1436
980,model_scale,gpt-5-nano,gpt-5.2-high,GPT-5-nano,GPT-5.2,weak_first,0.0,0.75,5,True,1,True,0.5407080376968749,0.6292432524725358,1.1699512901694107,0.8592989047911561,,GPT-5-nano vs GPT-5.2,gpt-5.2-high,GPT-5.2,1436
981,model_scale,gpt-5.2-high,gpt-5-nano,GPT-5.2,GPT-5-nano,strong_first,0.0,0.75,5,True,1,True,0.9259802094693195,0.7421545687006113,1.6681347781699307,1.247691853585913,,GPT-5-nano vs GPT-5.2,gpt-5.2-high,GPT-5.2,1436
982,model_scale,gpt-5.2-high,gpt-5-nano,GPT-5.2,GPT-5-nano,strong_first,0.0,0.75,5,True,1,True,0.6617216240802218,0.6900191833839194,1.3517408074641413,0.9589901846425143,,GPT-5-nano vs GPT-5.2,gpt-5.2-high,GPT-5.2,1436
983,model_scale,gpt-5.2-high,gpt-5-nano,GPT-5.2,GPT-5-nano,strong_first,0.0,0.75,5,True,1,True,0.9402726023926817,0.7327795441232057,1.6730521465158874,1.2831589117539413,,GPT-5-nano vs GPT-5.2,gpt-5.2-high,GPT-5.2,1436
984,model_scale,gpt-5-nano,gpt-5.2-high,GPT-5-nano,GPT-5.2,weak_first,0.0,1.0,5,True,2,True,0.6015691918257312,0.6171476240887862,1.2187168159145174,0.9747573649237385,,GPT-5-nano vs GPT-5.2,gpt-5.2-high,GPT-5.2,1436
985,model_scale,gpt-5-nano,gpt-5.2-high,GPT-5-nano,GPT-5.2,weak_first,0.0,1.0,5,True,1,True,0.9812463025039175,0.8565211063509497,1.8377674088548672,1.1456183568952978,,GPT-5-nano vs GPT-5.2,gpt-5.2-high,GPT-5.2,1436
986,model_scale,gpt-5-nano,gpt-5.2-high,GPT-5-nano,GPT-5.2,weak_first,0.0,1.0,5,True,9,True,0.231093372691296,0.2529191988115632,0.48401257150285926,0.9137043521297548,,GPT-5-nano vs GPT-5.2,gpt-5.2-high,GPT-5.2,1436
987,model_scale,gpt-5.2-high,gpt-5-nano,GPT-5.2,GPT-5-nano,strong_first,0.0,1.0,5,True,1,True,0.680501525948884,0.6705834994092889,1.3510850253581728,1.0147901440287928,,GPT-5-nano vs GPT-5.2,gpt-5.2-high,GPT-5.2,1436
988,model_scale,gpt-5.2-high,gpt-5-nano,GPT-5.2,GPT-5-nano,strong_first,0.0,1.0,5,True,2,True,0.707217189697679,0.5147159527178611,1.2219331424155402,1.373995085956344,,GPT-5-nano vs GPT-5.2,gpt-5.2-high,GPT-5.2,1436
989,model_scale,gpt-5.2-high,gpt-5-nano,GPT-5.2,GPT-5-nano,strong_first,0.0,1.0,5,True,1,True,0.9180344253258301,0.643899833997263,1.5619342593230932,1.4257410498567271,,GPT-5-nano vs GPT-5.2,gpt-5.2-high,GPT-5.2,1436
990,model_scale,gpt-5-nano,gpt-5.2-high,GPT-5-nano,GPT-5.2,weak_first,0.5,0.0,5,True,1,True,0.4781550346113458,0.6688920521488491,1.1470470867601947,0.7148463389200826,,GPT-5-nano vs GPT-5.2,gpt-5.2-high,GPT-5.2,1436
991,model_scale,gpt-5-nano,gpt-5.2-high,GPT-5-nano,GPT-5.2,weak_first,0.5,0.0,5,True,1,True,0.8817921614087547,0.7887598036904397,1.6705519650991945,1.1179476404388717,,GPT-5-nano vs GPT-5.2,gpt-5.2-high,GPT-5.2,1436
992,model_scale,gpt-5-nano,gpt-5.2-high,GPT-5-nano,GPT-5.2,weak_first,0.5,0.0,5,True,1,True,0.8308005894401208,0.8230272664191929,1.6538278558593138,1.0094447940403577,,GPT-5-nano vs GPT-5.2,gpt-5.2-high,GPT-5.2,1436
993,model_scale,gpt-5.2-high,gpt-5-nano,GPT-5.2,GPT-5-nano,strong_first,0.5,0.0,5,True,1,True,0.9477572138240801,0.7130534045987467,1.6608106184228268,1.3291531990614465,,GPT-5-nano vs GPT-5.2,gpt-5.2-high,GPT-5.2,1436
994,model_scale,gpt-5.2-high,gpt-5-nano,GPT-5.2,GPT-5-nano,strong_first,0.5,0.0,5,True,1,True,0.519780320272222,0.9951467633664721,1.514927083638694,0.5223152397279194,,GPT-5-nano vs GPT-5.2,gpt-5.2-high,GPT-5.2,1436
995,model_scale,gpt-5.2-high,gpt-5-nano,GPT-5.2,GPT-5-nano,strong_first,0.5,0.0,5,True,1,True,0.8683605454195716,0.980521412156634,1.8488819575762057,0.8856109970200782,,GPT-5-nano vs GPT-5.2,gpt-5.2-high,GPT-5.2,1436
996,model_scale,gpt-5-nano,gpt-5.2-high,GPT-5-nano,GPT-5.2,weak_first,0.5,0.25,5,True,1,True,0.6655921472085551,0.9216383524501026,1.5872304996586577,0.7221836476738746,,GPT-5-nano vs GPT-5.2,gpt-5.2-high,GPT-5.2,1436
997,model_scale,gpt-5-nano,gpt-5.2-high,GPT-5-nano,GPT-5.2,weak_first,0.5,0.25,5,True,1,True,0.7137483026293642,0.7900538809681552,1.5038021835975193,0.9034172476372321,,GPT-5-nano vs GPT-5.2,gpt-5.2-high,GPT-5.2,1436
998,model_scale,gpt-5-nano,gpt-5.2-high,GPT-5-nano,GPT-5.2,weak_first,0.5,0.25,5,True,1,True,0.6591651812982323,0.9583422231515875,1.6175074044498197,0.6878181565772123,,GPT-5-nano vs GPT-5.2,gpt-5.2-high,GPT-5.2,1436
999,model_scale,gpt-5.2-high,gpt-5-nano,GPT-5.2,GPT-5-nano,strong_first,0.5,0.25,5,True,2,True,0.7708031488411682,0.514691582547371,1.2854947313885392,1.497602010559839,,GPT-5-nano vs GPT-5.2,gpt-5.2-high,GPT-5.2,1436
1000,model_scale,gpt-5.2-high,gpt-5-nano,GPT-5.2,GPT-5-nano,strong_first,0.5,0.25,5,True,1,True,0.9643314464355158,0.8251090300783315,1.7894404765138474,1.1687321448220818,,GPT-5-nano vs GPT-5.2,gpt-5.2-high,GPT-5.2,1436
1001,model_scale,gpt-5.2-high,gpt-5-nano,GPT-5.2,GPT-5-nano,strong_first,0.5,0.25,5,True,1,True,0.9183598894724676,0.5616811404021406,1.480041029874608,1.6350199844968263,,GPT-5-nano vs GPT-5.2,gpt-5.2-high,GPT-5.2,1436
1002,model_scale,gpt-5-nano,gpt-5.2-high,GPT-5-nano,GPT-5.2,weak_first,0.5,0.5,5,True,1,True,0.488101982155741,0.6166886927869073,1.1047906749426484,0.7914884574094201,,GPT-5-nano vs GPT-5.2,gpt-5.2-high,GPT-5.2,1436
1003,model_scale,gpt-5-nano,gpt-5.2-high,GPT-5-nano,GPT-5.2,weak_first,0.5,0.5,5,True,1,True,0.7137557298391405,0.9637640284190415,1.677519758258182,0.7405917930035066,,GPT-5-nano vs GPT-5.2,gpt-5.2-high,GPT-5.2,1436
1004,model_scale,gpt-5-nano,gpt-5.2-high,GPT-5-nano,GPT-5.2,weak_first,0.5,0.5,5,True,1,True,0.8308196174506516,0.9665646623076949,1.7973842797583464,0.8595592719757115,,GPT-5-nano vs GPT-5.2,gpt-5.2-high,GPT-5.2,1436
1005,model_scale,gpt-5.2-high,gpt-5-nano,GPT-5.2,GPT-5-nano,strong_first,0.5,0.5,5,True,1,True,0.9408902136599028,0.8081611278892323,1.749051341549135,1.1642359192867076,,GPT-5-nano vs GPT-5.2,gpt-5.2-high,GPT-5.2,1436
1006,model_scale,gpt-5.2-high,gpt-5-nano,GPT-5.2,GPT-5-nano,strong_first,0.5,0.5,5,True,2,True,0.7166156145209074,0.5462284247171055,1.262844039238013,1.3119339494132811,,GPT-5-nano vs GPT-5.2,gpt-5.2-high,GPT-5.2,1436
1007,model_scale,gpt-5.2-high,gpt-5-nano,GPT-5.2,GPT-5-nano,strong_first,0.5,0.5,5,True,1,True,0.9167236166717028,0.7642561546840692,1.680979771355772,1.1994978529818463,,GPT-5-nano vs GPT-5.2,gpt-5.2-high,GPT-5.2,1436
1008,model_scale,gpt-5-nano,gpt-5.2-high,GPT-5-nano,GPT-5.2,weak_first,0.5,0.75,5,True,1,True,0.7864538255179792,0.9610482214531275,1.7475020469711067,0.8183292034283591,,GPT-5-nano vs GPT-5.2,gpt-5.2-high,GPT-5.2,1436
1009,model_scale,gpt-5-nano,gpt-5.2-high,GPT-5-nano,GPT-5.2,weak_first,0.5,0.75,5,True,1,True,0.9837955553264123,0.8231905442934677,1.80698609961988,1.1951006509322692,,GPT-5-nano vs GPT-5.2,gpt-5.2-high,GPT-5.2,1436
1010,model_scale,gpt-5-nano,gpt-5.2-high,GPT-5-nano,GPT-5.2,weak_first,0.5,0.75,5,True,1,True,0.6037819958396548,0.7967427589223414,1.4005247547619961,0.7578129692152062,,GPT-5-nano vs GPT-5.2,gpt-5.2-high,GPT-5.2,1436
1011,model_scale,gpt-5.2-high,gpt-5-nano,GPT-5.2,GPT-5-nano,strong_first,0.5,0.75,5,True,1,True,0.8267820290899422,0.9644845531801659,1.7912665822701082,0.8572268227249661,,GPT-5-nano vs GPT-5.2,gpt-5.2-high,GPT-5.2,1436
1012,model_scale,gpt-5.2-high,gpt-5-nano,GPT-5.2,GPT-5-nano,strong_first,0.5,0.75,5,True,1,True,0.8652387271537784,0.8162168098437721,1.6814555369975506,1.0600599212351303,,GPT-5-nano vs GPT-5.2,gpt-5.2-high,GPT-5.2,1436
1013,model_scale,gpt-5.2-high,gpt-5-nano,GPT-5.2,GPT-5-nano,strong_first,0.5,0.75,5,True,1,True,0.9460502480718689,0.82561377471728,1.771664022789149,1.145875077478971,,GPT-5-nano vs GPT-5.2,gpt-5.2-high,GPT-5.2,1436
1014,model_scale,gpt-5-nano,gpt-5.2-high,GPT-5-nano,GPT-5.2,weak_first,0.5,1.0,5,True,1,True,0.715964756541172,0.8411398337074392,1.5571045902486111,0.8511839861220923,,GPT-5-nano vs GPT-5.2,gpt-5.2-high,GPT-5.2,1436
1015,model_scale,gpt-5-nano,gpt-5.2-high,GPT-5-nano,GPT-5.2,weak_first,0.5,1.0,5,True,1,True,0.8499071101857903,0.7367735974605872,1.5866807076463776,1.1535526152336846,,GPT-5-nano vs GPT-5.2,gpt-5.2-high,GPT-5.2,1436
1016,model_scale,gpt-5-nano,gpt-5.2-high,GPT-5-nano,GPT-5.2,weak_first,0.5,1.0,5,True,1,True,0.7158708593469802,0.8088871754173617,1.524758034764342,0.8850070579714807,,GPT-5-nano vs GPT-5.2,gpt-5.2-high,GPT-5.2,1436
1017,model_scale,gpt-5.2-high,gpt-5-nano,GPT-5.2,GPT-5-nano,strong_first,0.5,1.0,5,True,1,True,0.9139945575912796,0.7984076792694702,1.7124022368607497,1.1447717517291034,,GPT-5-nano vs GPT-5.2,gpt-5.2-high,GPT-5.2,1436
1018,model_scale,gpt-5.2-high,gpt-5-nano,GPT-5.2,GPT-5-nano,strong_first,0.5,1.0,5,True,1,True,0.9096638307516037,0.8481025574325779,1.7577663881841816,1.072587062472005,,GPT-5-nano vs GPT-5.2,gpt-5.2-high,GPT-5.2,1436
1019,model_scale,gpt-5.2-high,gpt-5-nano,GPT-5.2,GPT-5-nano,strong_first,0.5,1.0,5,True,1,True,0.9512532675037098,0.933544846202126,1.8847981137058358,1.0189690097627615,,GPT-5-nano vs GPT-5.2,gpt-5.2-high,GPT-5.2,1436
1020,model_scale,gpt-5-nano,gpt-5.2-high,GPT-5-nano,GPT-5.2,weak_first,1.0,0.0,5,True,1,True,0.9741920068814229,0.8922265713062332,1.866418578187656,1.0918661674188779,,GPT-5-nano vs GPT-5.2,gpt-5.2-high,GPT-5.2,1436
1021,model_scale,gpt-5-nano,gpt-5.2-high,GPT-5-nano,GPT-5.2,weak_first,1.0,0.0,5,True,1,True,0.9138903169076491,0.9869618656047561,1.9008521825124052,0.9259631488878927,,GPT-5-nano vs GPT-5.2,gpt-5.2-high,GPT-5.2,1436
1022,model_scale,gpt-5-nano,gpt-5.2-high,GPT-5-nano,GPT-5.2,weak_first,1.0,0.0,5,True,1,True,0.7235649806642197,0.6212102819784551,1.3447752626426748,1.164766588150765,,GPT-5-nano vs GPT-5.2,gpt-5.2-high,GPT-5.2,1436
1023,model_scale,gpt-5.2-high,gpt-5-nano,GPT-5.2,GPT-5-nano,strong_first,1.0,0.0,5,True,1,True,0.9221380832709848,0.8887555803154267,1.8108936635864115,1.0375609489210862,,GPT-5-nano vs GPT-5.2,gpt-5.2-high,GPT-5.2,1436
1024,model_scale,gpt-5.2-high,gpt-5-nano,GPT-5.2,GPT-5-nano,strong_first,1.0,0.0,5,True,1,True,0.9487963410496164,0.7635772016563724,1.712373542705989,1.2425676657074904,,GPT-5-nano vs GPT-5.2,gpt-5.2-high,GPT-5.2,1436
1025,model_scale,gpt-5.2-high,gpt-5-nano,GPT-5.2,GPT-5-nano,strong_first,1.0,0.0,5,True,1,True,0.8882854624055753,0.9646238749587047,1.85290933736428,0.9208619913576186,,GPT-5-nano vs GPT-5.2,gpt-5.2-high,GPT-5.2,1436
1026,model_scale,gpt-5-nano,gpt-5.2-high,GPT-5-nano,GPT-5.2,weak_first,1.0,0.25,5,True,1,True,0.9952343252079273,0.9787542949296825,1.9739886201376098,1.0168377603690912,,GPT-5-nano vs GPT-5.2,gpt-5.2-high,GPT-5.2,1436
1027,model_scale,gpt-5-nano,gpt-5.2-high,GPT-5-nano,GPT-5.2,weak_first,1.0,0.25,5,True,1,True,0.9750547331155468,0.9708915499156343,1.9459462830311811,1.004288000240886,,GPT-5-nano vs GPT-5.2,gpt-5.2-high,GPT-5.2,1436
